id_hogar,ingreso_mensual_hogar,estrato_socioeconomico,recibe_subsidio,numero_integrantes_hogar,numero_menores_hogar,adulto_mayor_hogar,persona_con_discapacidad_hogar,acceso_internet_estable,acceso_servicios_basicos_completo,riesgo_habitacional,tiempo_desplazamiento_cabecera_min,distancia_centro_salud_min,inasistencia_escolar_hogar,nivel_educativo_jefe_hogar,barrio
H00680,1523306,2,0,6,2,0,0,1,1,4,16,39,0,3,Buenos Aires
H00681,2121586,2,1,6,2,0,1,0,0,5,71,80,0,3,El Bosque
H00682,1346058,2,1,6,1,0,0,1,1,4,18,98,0,2,Manablanca
H00683,1974904,3,0,7,3,0,0,0,1,2,70,28,1,4,El Bosque
H00684,1344557,1,0,7,2,1,0,1,0,4,28,22,0,2,Buenos Aires
H00685,1564162,2,0,4,2,0,0,1,1,2,76,47,0,3,El Carmen
H00686,1398826,2,0,4,0,0,0,0,0,3,57,24,0,1,La Primavera
H00687,1283312,1,1,5,2,1,0,0,1,3,36,17,0,1,Manablanca
H00688,1961237,2,0,4,4,1,0,0,1,4,59,102,0,1,Manablanca
H00689,1729198,1,1,7,2,0,0,0,1,3,41,11,0,2,El Porvenir
H00690,1295866,2,0,5,1,1,1,1,0,3,72,42,0,2,Los Pinos
H00691,666911,2,1,7,3,1,0,0,0,5,94,34,0,1,San Jorge
H00692,2446293,2,1,2,0,0,0,0,1,2,13,26,0,3,San Carlos
H00693,1088422,1,0,6,2,0,0,0,0,3,62,20,0,1,La Primavera
H00694,2925834,3,0,4,1,0,0,1,1,2,10,10,0,4,La Primavera
H00695,2062857,2,0,6,4,0,0,1,1,3,46,10,0,1,Nueva Colombia
H00696,1658824,2,0,5,5,0,0,0,1,2,52,26,1,2,Nueva Colombia
H00697,1946333,3,0,5,3,0,0,0,1,3,20,34,0,2,La Victoria
H00698,150000,1,0,5,2,1,0,1,0,3,5,38,0,1,Manablanca
H00699,2590013,3,0,4,3,1,0,1,1,2,21,20,0,2,San Jorge
H00700,2657601,2,0,6,0,1,1,1,1,2,7,31,0,3,San Jorge
H00701,708641,1,1,3,1,1,1,0,0,5,123,57,0,2,La Primavera
H00702,2770378,3,0,5,0,1,0,1,1,2,11,5,0,3,La Esperanza
H00703,1459119,2,1,4,5,0,0,1,0,5,39,25,0,2,La Aurora
H00704,1655852,2,1,3,0,0,0,1,1,3,64,52,1,3,Manablanca
H00705,1770927,3,1,3,3,0,0,1,1,3,126,65,0,1,El Bosque
H00706,866198,1,1,5,1,0,0,0,1,3,37,50,1,1,Las Acacias
H00707,647987,1,1,7,3,1,0,1,1,4,45,92,0,2,Villa Diana
H00708,1273455,1,1,7,1,0,0,0,1,4,37,23,0,1,La Unión
H00709,677446,2,1,3,2,0,0,0,0,5,114,40,0,3,El Bosque
H00710,2371354,3,1,3,0,0,0,1,1,2,26,4,0,3,La Victoria
H00711,1325209,2,1,5,2,0,0,1,0,3,77,38,0,1,Altos del Sol
H00712,1232284,2,0,8,2,0,0,0,1,5,13,62,1,2,San Carlos
H00713,2976705,3,1,3,3,1,0,1,1,1,20,17,0,3,La Esperanza
H00714,1589575,1,1,5,1,0,0,1,1,2,43,55,0,2,El Progreso
H00715,1714480,1,1,5,2,0,0,1,1,3,22,47,0,2,Nueva Colombia
H00716,1833090,1,1,4,1,0,0,0,0,2,83,19,0,3,El Carmen
H00717,1392575,2,1,5,2,0,1,1,1,4,51,13,0,2,La Victoria
H00718,1584587,3,0,7,4,0,0,1,1,3,46,12,0,3,Altos del Sol
H00719,1118018,2,1,5,2,0,0,1,1,3,27,44,0,1,San Carlos
H00720,3974489,3,0,2,2,0,0,1,1,2,44,17,0,3,La Esperanza
H00721,1533106,2,1,5,2,0,0,0,1,3,33,11,1,3,Bellavista
H00722,1478388,2,0,4,0,0,0,0,1,4,111,125,0,1,El Bosque
H00723,3136731,3,0,3,2,0,1,1,1,2,42,3,0,4,La Primavera
H00724,1599735,3,0,4,4,0,0,0,1,2,57,4,0,2,Villa Diana
H00725,1506341,1,0,6,2,0,0,1,1,3,24,11,1,3,Nueva Colombia
H00726,1924058,2,1,7,3,0,0,1,1,2,13,18,1,2,La Victoria
H00727,1638105,1,0,6,1,1,0,1,1,3,29,20,0,2,Buenos Aires
H00728,1791307,2,1,7,1,1,0,0,1,4,46,34,0,2,Buenos Aires
H00729,1331996,1,1,5,1,0,0,1,0,3,5,19,0,2,San Carlos
H00730,1487498,2,0,6,0,1,0,0,1,1,40,26,0,5,Villa Diana
H00731,994714,2,1,5,2,0,0,1,1,5,134,103,1,2,Manablanca
H00732,2970287,2,0,5,2,0,0,1,1,1,46,19,0,5,Buenos Aires
H00733,700556,1,1,6,2,0,0,1,0,5,69,60,1,2,La Aurora
H00734,2497793,2,0,4,1,0,0,1,1,2,39,11,1,4,San Carlos
H00735,2675558,2,0,4,1,0,0,1,1,2,27,16,0,3,Las Acacias
H00736,1190060,2,0,6,2,0,0,1,1,4,106,22,0,1,Villa Sofía
H00737,1819993,2,0,6,2,0,0,1,1,2,44,25,0,2,Altos del Sol
H00738,1828938,2,1,5,2,1,0,0,1,4,43,26,0,3,San Carlos
H00739,1862606,1,0,4,1,1,0,1,1,3,60,10,0,1,La Aurora
H00740,2272998,2,0,7,2,0,0,1,1,3,63,18,0,2,El Progreso
H00741,3024847,3,0,5,2,0,0,0,1,1,5,8,0,4,San Luis
H00742,1579395,3,0,4,1,1,0,0,1,3,45,46,0,3,La Primavera
H00743,1326918,2,1,5,2,0,0,0,1,4,59,16,1,1,Las Flores
H00744,1562171,1,0,5,3,0,0,1,1,3,50,11,0,4,Santa Ana
H00745,2190992,2,0,5,3,0,0,0,1,2,5,31,1,2,El Progreso
H00746,3001786,4,0,3,0,0,1,1,1,4,38,3,0,4,El Porvenir
H00747,2342119,2,0,6,0,0,0,1,1,2,36,21,0,4,San Luis
H00748,2252626,2,1,5,0,0,0,0,0,3,29,57,1,2,Villa Sofía
H00749,1029062,2,1,4,4,1,0,0,1,5,116,34,1,1,Nueva Colombia
H00750,3258612,3,0,4,1,0,0,1,1,2,22,7,0,4,La Victoria
H00751,907774,2,1,4,1,0,1,1,1,3,8,25,0,2,La Esperanza
H00752,1762462,2,0,5,1,0,0,0,1,3,60,28,0,3,Nueva Colombia
H00753,1587386,1,1,5,2,1,0,1,1,2,45,25,1,2,El Progreso
H00754,1795503,2,1,3,2,1,0,0,0,3,90,76,0,2,Villa Sofía
H00755,2528880,3,1,6,1,1,0,1,1,4,12,16,0,4,El Carmen
H00756,1684624,2,1,4,2,0,0,0,1,4,68,32,0,2,El Porvenir
H00757,885172,1,1,7,2,1,0,1,1,5,110,67,0,3,San Luis
H00758,1962389,1,1,3,2,1,0,1,0,2,41,30,1,3,Las Flores
H00759,1392557,2,0,8,5,0,0,1,1,3,53,4,0,2,La Esperanza
H00760,1348065,2,1,5,1,1,0,1,1,2,38,34,0,1,El Bosque
H00761,2150478,2,0,2,0,0,0,1,1,1,49,21,0,4,El Carmen
H00762,2759334,3,0,4,1,1,0,0,1,2,24,10,0,3,La Primavera
H00763,983160,2,1,4,3,0,0,1,1,3,5,27,0,2,El Bosque
H00764,1339068,1,1,4,2,1,0,0,1,3,24,21,0,2,San Jorge
H00765,1736658,1,1,5,1,0,0,1,1,3,20,28,0,4,Manablanca
H00766,1627891,2,0,8,1,1,0,0,0,4,34,30,0,1,La Unión
H00767,1620435,1,1,4,3,0,0,1,1,3,59,29,1,1,San Luis
H00768,3002058,4,1,4,0,0,0,1,1,1,31,14,0,4,El Carmen
H00769,2188009,3,0,3,2,0,0,0,1,3,32,46,0,4,Villa Sofía
H00770,2013311,1,1,4,0,0,0,1,1,4,76,40,0,2,El Carmen
H00771,1375387,2,1,5,1,0,0,1,1,3,50,33,1,2,San Luis
H00772,1589991,1,0,6,2,0,0,1,0,3,51,16,1,2,Santa Ana
H00773,728639,2,0,4,2,0,0,0,1,3,25,4,0,3,Centro
H00774,1775888,3,1,2,3,1,0,0,1,2,71,54,0,4,El Bosque
H00775,2677155,3,1,3,0,0,0,1,1,2,22,23,0,5,El Carmen
H00776,1579215,1,0,5,4,0,0,0,1,4,5,32,0,4,La Esperanza
H00777,1118170,3,1,6,3,1,0,1,1,4,37,11,1,3,Las Flores
H00778,775917,1,0,6,2,1,0,0,0,5,92,70,0,2,El Bosque
H00779,838964,1,0,4,1,0,0,1,1,3,25,21,1,2,Villa Sofía
H00780,932892,1,1,6,1,0,1,1,0,3,26,35,0,4,Las Acacias
H00781,1832606,3,1,4,4,0,0,0,1,3,25,19,0,3,La Primavera
H00782,2997378,3,1,4,2,0,0,1,1,1,22,23,0,4,Buenos Aires
H00783,1644406,2,0,6,5,0,0,1,1,3,28,30,1,2,Las Flores
H00784,1251810,1,1,4,2,0,0,1,0,3,58,37,1,3,La Primavera
H00785,1955550,3,0,5,1,0,0,0,0,4,31,24,0,3,Santa Ana
H00786,1451620,2,0,3,0,0,0,1,1,5,65,60,0,2,Manablanca
H00787,1265100,1,1,5,1,0,0,0,0,4,31,36,0,2,San Jorge
H00788,954462,1,1,6,4,1,0,1,1,4,71,57,0,1,Las Acacias
H00789,1840077,2,1,6,2,0,0,1,1,3,15,4,1,3,Villa Sofía
H00790,1298525,3,0,6,4,0,0,1,1,4,36,20,0,1,La Primavera
H00791,3086359,3,0,4,1,1,1,1,1,3,18,20,0,2,Las Flores
H00792,2154061,1,1,4,3,0,0,0,1,3,52,35,0,1,Villa Diana
H00793,1535438,2,1,3,2,0,0,1,1,3,45,19,0,2,Bellavista
H00794,1689168,2,0,3,3,0,0,0,1,3,56,36,0,1,San Luis
H00795,2277459,3,0,4,0,0,0,1,1,1,30,30,0,4,La Victoria
H00796,2017940,2,1,3,2,0,1,1,1,1,16,23,1,2,La Victoria
H00797,3454297,3,0,3,1,0,0,1,1,2,42,15,0,5,San Jorge
H00798,2028319,2,0,3,0,0,0,1,1,1,10,11,0,3,La Victoria
H00799,701788,2,1,3,0,0,0,1,1,1,42,22,1,1,Bellavista
H00800,2519906,3,0,2,0,0,0,0,1,2,19,16,0,5,Santa Ana
H00801,898584,2,0,9,2,0,0,1,1,3,35,30,0,4,La Victoria
H00802,3164025,3,1,3,1,0,0,1,1,3,35,14,1,5,El Porvenir
H00803,1806478,2,0,2,3,0,0,1,1,3,71,53,0,3,La Aurora
H00804,2307822,2,1,8,4,1,0,0,0,3,42,28,0,1,San Luis
H00805,981106,2,0,4,1,0,0,1,0,2,59,44,0,3,San Jorge
H00806,1375648,2,0,4,2,1,0,1,1,3,50,16,1,3,La Victoria
H00807,2311785,3,0,4,2,0,0,1,1,4,25,12,0,4,Buenos Aires
H00808,1551282,2,1,4,3,1,0,1,0,3,107,29,1,2,La Primavera
H00809,1818083,1,0,5,5,0,1,0,1,2,22,18,1,4,La Esperanza
H00810,1895719,1,1,6,0,0,0,1,1,2,146,40,1,3,Las Acacias
H00811,1714639,1,1,3,1,0,0,0,1,2,56,71,0,4,Altos del Sol
H00812,2027951,1,0,4,2,0,0,1,1,3,30,65,0,4,San Jorge
H00813,2091916,3,0,5,3,1,0,1,1,2,47,28,0,2,Villa Diana
H00814,3025749,4,0,4,0,0,0,1,1,2,26,37,0,3,La Victoria
H00815,1246558,1,0,5,3,1,0,0,0,4,76,40,0,2,El Progreso
H00816,1553617,3,1,4,2,1,1,0,0,4,104,53,0,2,San Luis
H00817,1523186,1,1,3,3,0,0,0,0,4,42,30,0,4,La Aurora
H00818,1124140,1,0,4,3,1,0,0,1,5,57,30,1,3,La Primavera
H00819,956685,1,0,4,1,0,0,0,1,3,6,19,0,2,El Porvenir
H00820,1345195,2,0,5,2,0,0,1,0,5,62,24,0,1,El Porvenir
H00821,901899,1,1,5,0,0,0,0,0,5,76,54,1,1,Nueva Colombia
H00822,2299673,2,0,4,1,0,0,1,1,2,19,30,0,4,San Carlos
H00823,900000,2,1,2,3,0,0,1,1,2,44,3,0,4,San Jorge
H00824,1299517,2,1,4,3,1,0,1,1,3,57,67,0,3,El Carmen
H00825,2967302,3,0,3,1,0,0,1,1,1,24,15,0,5,La Esperanza
H00826,1345793,1,1,4,0,0,0,0,1,3,33,31,0,2,Los Pinos
H00827,2670953,2,0,3,3,0,0,1,1,1,31,19,0,4,Villa Diana
H00828,2183688,1,0,6,2,0,0,1,1,2,34,24,0,3,Manablanca
H00829,1607834,2,0,7,2,1,0,0,1,4,65,37,0,3,Las Acacias
H00830,2420679,2,0,4,0,0,0,1,1,2,3,19,0,4,Centro
H00831,1584285,2,1,6,2,0,0,1,1,3,36,78,0,4,El Porvenir
H00832,820459,1,1,4,2,1,0,0,1,5,115,56,1,1,San Jorge
H00833,3593180,3,1,3,0,0,0,1,1,2,28,15,0,3,Bellavista
H00834,2690457,2,0,3,0,0,0,1,1,1,29,37,0,4,El Progreso
H00835,1015043,2,1,4,1,0,0,1,1,4,94,47,1,3,La Victoria
H00836,649760,1,1,4,2,0,0,0,0,3,39,32,1,1,Manablanca
H00837,3041960,3,0,2,1,0,0,1,1,1,16,28,0,4,San Luis
H00838,2633756,3,0,3,0,0,0,1,1,2,24,14,0,3,El Progreso
H00839,1106459,2,1,8,1,1,1,0,1,4,143,82,0,2,San Jorge
H00840,626855,2,1,6,2,0,0,0,1,4,121,69,1,3,Buenos Aires
H00841,1722380,3,0,7,2,0,0,1,0,4,39,31,0,3,Centro
H00842,1203916,1,0,4,2,0,0,0,1,3,62,18,0,1,Buenos Aires
H00843,1721620,2,0,5,3,0,0,0,1,2,57,36,0,2,Los Pinos
H00844,1038442,2,0,5,1,0,1,0,1,3,80,64,1,3,Altos del Sol
H00845,2131329,2,1,3,1,0,0,1,1,2,30,22,0,4,La Esperanza
H00846,1857614,2,1,6,2,0,0,1,0,4,102,6,0,4,San Jorge
H00847,1861052,2,0,1,1,0,0,1,0,5,58,50,0,3,El Carmen
H00848,1166268,2,1,5,1,0,0,1,1,1,34,47,1,2,La Esperanza
H00849,2182465,4,0,3,1,0,0,1,1,2,26,37,0,3,El Porvenir
H00850,1755104,2,0,3,0,1,0,1,1,3,23,3,1,4,El Carmen
H00851,2814404,2,0,5,2,1,0,0,1,2,22,19,0,4,San Carlos
H00852,1257733,2,1,7,1,0,0,0,0,5,90,45,0,1,Villa Sofía
H00853,1847811,2,0,4,2,0,1,1,1,2,94,22,0,2,Villa Sofía
H00854,1713406,2,0,4,2,1,0,0,1,2,58,45,0,1,La Primavera
H00855,1069066,1,0,4,2,0,1,0,1,5,69,34,0,2,San Carlos
H00856,1049872,2,1,6,1,0,1,0,0,5,31,58,1,2,San Jorge
H00857,1827651,2,0,4,1,1,0,0,1,4,82,20,1,4,San Luis
H00858,1570377,1,1,6,3,0,0,1,1,4,5,16,0,2,La Esperanza
H00859,2382499,3,0,3,2,0,0,1,1,3,17,22,1,4,La Primavera
H00860,3454588,3,0,3,2,0,0,0,1,2,21,7,0,3,Los Pinos
H00861,909867,1,1,4,2,0,0,0,1,4,66,33,0,2,San Carlos
H00862,1091017,2,1,5,1,0,0,0,0,4,94,37,0,3,La Primavera
H00863,2433265,2,0,3,3,0,0,1,1,4,17,22,0,3,El Progreso
H00864,1381774,2,1,5,3,0,0,0,1,3,5,18,0,4,Los Pinos
H00865,1941017,2,1,5,2,0,1,0,0,4,36,19,0,2,La Esperanza
H00866,2454369,3,0,7,5,0,0,1,1,5,27,21,0,3,Las Flores
H00867,1122129,2,0,3,4,1,0,0,1,1,51,38,1,1,San Luis
H00868,1550297,2,0,4,2,1,0,1,0,3,72,49,0,1,San Luis
H00869,2120144,1,0,8,1,0,0,1,1,4,42,24,0,2,Centro
H00870,911336,1,1,4,0,0,0,1,1,2,59,16,0,2,El Porvenir
H00871,2930254,3,1,3,2,0,0,1,1,1,30,10,0,5,Centro
H00872,1028803,1,0,5,2,0,0,0,1,5,8,20,0,2,La Victoria
H00873,2122867,3,1,2,1,1,0,1,1,2,36,54,0,4,La Aurora
H00874,958485,2,1,3,3,0,0,1,1,4,20,34,0,2,Villa Sofía
H00875,760481,1,1,3,2,1,0,0,1,4,60,40,1,1,Buenos Aires
H00876,2559635,3,0,7,4,1,0,0,1,3,22,40,0,2,Nueva Colombia
H00877,1674083,2,0,5,2,1,0,1,1,3,38,17,0,4,Centro
H00878,1600683,2,1,3,1,0,0,0,1,5,41,50,0,2,Nueva Colombia
H00879,2577195,2,0,5,1,0,0,1,1,3,9,10,0,4,La Esperanza
H00880,3033999,2,0,4,0,0,0,1,1,4,75,30,0,3,Los Pinos
H00881,780824,1,1,6,4,1,1,0,0,4,85,51,1,2,San Jorge
H00882,1408693,2,1,3,2,1,0,0,1,5,41,57,1,2,Las Acacias
H00883,1055962,2,1,6,1,1,0,1,1,4,48,20,1,2,La Primavera
H00884,1289803,2,1,6,1,1,0,1,1,4,82,40,0,1,Manablanca
H00885,1084507,2,1,3,2,0,0,1,1,2,34,42,0,1,La Primavera
H00886,1695159,1,1,2,2,0,0,1,1,3,70,77,0,4,La Aurora
H00887,992375,1,1,4,1,0,0,0,0,5,92,55,1,1,El Bosque
H00888,2096180,1,0,5,4,0,0,1,1,3,28,26,1,2,Las Flores
H00889,874517,3,1,3,3,0,0,0,1,4,24,45,1,2,El Bosque
H00890,1323562,2,1,7,2,0,0,0,1,4,22,17,0,4,San Luis
H00891,754228,2,1,7,3,1,0,1,0,5,100,40,0,1,Altos del Sol
H00892,2847807,2,0,4,3,0,0,1,1,1,22,18,0,4,Villa Diana
H00893,1827375,1,1,3,2,0,0,0,0,3,84,48,0,1,La Victoria
H00894,966259,1,1,5,3,0,1,1,0,5,127,65,1,3,El Carmen
H00895,996251,1,0,6,5,1,1,1,0,4,55,33,1,4,Villa Diana
H00896,2125407,2,0,2,2,1,1,0,1,5,28,36,0,3,San Jorge
H00897,2300916,2,1,5,4,1,0,0,1,3,43,25,0,2,Villa Diana
H00898,1224781,2,0,2,1,0,0,1,0,3,74,44,0,1,Nueva Colombia
H00899,2311443,2,0,5,1,1,0,1,1,1,24,23,0,5,Bellavista
H00900,3053559,3,0,3,1,1,0,1,1,1,28,11,0,4,Villa Diana
H00901,2598436,3,0,3,1,0,0,1,1,1,34,31,0,2,Centro
H00902,3626602,3,0,3,3,0,0,1,1,2,19,5,0,4,Los Pinos
H00903,853206,1,1,6,3,0,0,0,0,4,46,81,0,2,La Aurora
H00904,1313464,2,0,4,3,0,0,1,0,3,75,40,1,2,La Primavera
H00905,2649292,3,0,2,1,0,0,1,1,3,31,26,0,4,Las Acacias
H00906,179315,2,1,8,1,1,0,1,1,5,100,40,1,2,Villa Sofía
H00907,666816,1,1,6,4,0,1,0,0,3,57,58,1,1,Las Acacias
H00908,709904,2,1,7,2,0,0,0,1,3,86,60,0,3,El Carmen
H00909,882889,2,1,4,2,1,0,0,1,5,84,81,1,2,La Aurora
H00910,1796806,3,1,5,0,0,0,1,1,2,22,40,0,4,Las Acacias
H00911,3037276,3,0,2,2,0,0,1,1,1,43,5,0,4,El Porvenir
H00912,1315027,1,1,3,1,1,0,0,1,3,48,31,0,2,San Jorge
H00913,419499,2,1,4,2,1,0,0,1,4,80,76,0,2,El Carmen
H00914,1137581,2,1,4,2,0,0,1,1,2,24,30,0,4,El Bosque
H00915,2820718,2,0,3,0,0,0,1,1,4,11,20,1,3,La Esperanza
H00916,1322473,2,1,5,1,0,0,1,1,2,44,55,0,3,Nueva Colombia
H00917,1893715,3,0,5,0,0,0,1,1,4,50,29,0,3,El Porvenir
H00918,2238439,3,0,3,0,0,1,1,1,2,12,17,0,3,Los Pinos
H00919,2105287,2,0,4,1,0,0,1,1,1,34,16,0,3,Bellavista
H00920,1762465,2,0,4,3,0,0,1,1,3,33,32,0,1,San Luis
H00921,3037081,3,0,3,2,0,0,1,1,2,20,35,1,4,Villa Diana
H00922,2464943,2,0,5,1,0,0,1,1,2,12,17,0,4,El Progreso
H00923,1281898,2,0,5,1,0,0,0,1,3,52,67,0,2,Altos del Sol
H00924,2927707,3,0,4,2,0,0,1,1,1,29,3,0,3,Santa Ana
H00925,1323911,1,1,4,1,0,0,0,1,2,50,20,1,4,El Bosque
H00926,1601620,1,0,4,1,0,1,0,1,4,61,45,0,1,Bellavista
H00927,1405735,1,1,4,4,0,0,1,1,4,21,22,0,2,El Bosque
H00928,1288144,1,1,4,1,0,1,1,1,4,56,33,1,1,Las Acacias
H00929,1520903,2,0,6,1,1,1,1,1,4,48,73,0,1,San Jorge
H00930,908984,2,1,5,2,0,0,1,1,2,32,40,1,1,El Progreso
H00931,2406981,2,0,5,2,0,0,1,1,3,47,6,0,4,La Unión
H00932,2355474,2,1,8,3,0,1,0,1,4,71,20,0,3,La Esperanza
H00933,1196076,1,1,6,1,0,0,0,0,5,76,70,1,3,Nueva Colombia
H00934,841820,1,1,5,2,0,0,1,0,5,58,22,0,2,La Unión
H00935,3488097,3,0,4,0,1,1,1,1,1,47,3,0,2,Buenos Aires
H00936,1467725,3,0,7,2,1,0,0,1,3,5,7,1,3,Buenos Aires
H00937,1580519,2,0,6,1,0,0,0,1,4,93,35,0,1,El Carmen
H00938,821097,1,1,5,3,0,1,0,0,5,86,38,0,2,Manablanca
H00939,2385780,2,0,2,0,1,0,0,1,1,37,8,0,2,Buenos Aires
H00940,1346891,3,0,6,1,0,0,1,1,3,45,63,0,2,La Aurora
H00941,1177180,1,0,5,1,0,0,1,1,5,72,23,1,2,Nueva Colombia
H00942,1410215,2,1,5,3,0,0,1,1,3,42,46,0,2,Santa Ana
H00943,1810212,2,1,3,1,0,0,1,1,2,48,35,1,4,Las Acacias
H00944,1708096,2,1,5,4,0,0,1,1,5,38,34,0,1,Nueva Colombia
H00945,1240673,3,1,5,0,0,0,1,1,4,66,31,1,3,Altos del Sol
H00946,3050825,2,0,3,2,0,0,1,1,2,12,3,0,3,La Unión
H00947,1607248,3,1,2,1,0,0,1,1,3,81,20,0,2,Manablanca
H00948,1888243,3,0,3,1,0,0,1,1,2,26,18,0,4,La Primavera
H00949,1924590,1,1,9,2,0,0,1,1,4,33,18,1,1,Las Acacias
H00950,1696425,1,1,6,1,0,0,1,0,2,37,20,0,2,Manablanca
H00951,2245114,2,0,9,4,0,0,0,1,4,45,28,0,4,Las Acacias
H00952,829173,1,0,2,2,0,0,1,1,4,48,24,0,2,El Progreso
H00953,771605,2,0,4,3,1,0,0,1,4,88,67,1,2,San Luis
H00954,2940754,4,0,5,0,0,0,1,1,2,11,10,0,3,Buenos Aires
H00955,2866458,4,1,3,2,0,0,1,1,1,26,3,0,5,La Unión
H00956,2597364,2,0,2,1,0,0,0,1,2,33,19,0,4,El Porvenir
H00957,1707618,1,0,2,3,1,0,1,0,3,67,69,0,4,Villa Sofía
H00958,1420136,1,0,4,2,0,1,1,1,2,46,8,0,3,San Jorge
H00959,1407337,3,0,3,2,1,0,0,1,3,14,26,0,3,Santa Ana
H00960,561127,1,1,3,6,0,0,0,1,4,96,51,1,2,Villa Sofía
H00961,1824041,3,1,7,1,1,1,1,0,4,11,29,0,3,La Primavera
H00962,2184799,3,1,3,2,0,0,1,1,1,30,21,0,4,Centro
H00963,1563005,1,1,3,1,0,0,0,1,3,25,40,0,1,Villa Sofía
H00964,1143795,1,1,5,1,1,0,0,1,3,10,25,0,3,Villa Sofía
H00965,3024626,4,0,4,1,0,0,1,1,1,10,5,0,5,El Carmen
H00966,1591661,2,0,5,2,0,0,0,0,4,49,54,1,3,Bellavista
H00967,1740615,3,1,6,3,0,0,1,1,3,44,17,1,4,Altos del Sol
H00968,2165631,3,1,5,4,1,1,1,0,3,39,18,0,3,La Unión
H00969,1630443,2,0,5,3,1,0,1,1,5,30,52,1,3,Villa Diana
H00970,2357127,2,0,5,2,0,0,1,1,1,10,7,0,5,San Carlos
H00971,1852707,2,1,3,0,0,0,0,0,2,89,48,0,3,La Primavera
H00972,1511631,1,0,4,1,0,0,1,1,4,77,56,0,2,San Luis
H00973,913397,1,0,8,2,0,0,1,0,4,48,113,1,1,La Aurora
H00974,1927262,4,0,4,2,0,0,1,1,1,17,4,0,4,Las Flores
H00975,2879802,2,0,3,1,0,0,1,1,2,27,15,0,3,San Luis
H00976,949238,1,1,3,1,1,0,1,1,1,31,20,1,3,San Luis
H00977,858088,2,1,4,2,0,0,0,1,2,31,30,0,3,Buenos Aires
H00978,2815030,4,0,4,2,1,0,1,0,2,51,3,1,2,San Jorge
H00979,2259710,2,0,4,3,0,0,0,1,4,15,25,0,2,El Bosque
H00980,810253,1,1,7,2,0,0,0,0,4,15,46,1,2,El Progreso
H00981,1702739,2,0,3,3,1,0,0,1,4,42,26,1,3,Santa Ana
H00982,1417503,2,0,4,2,0,0,1,0,2,26,16,1,1,Villa Sofía
H00983,3515060,4,0,4,2,0,0,1,1,1,16,14,0,3,La Esperanza
H00984,3004510,3,0,1,0,0,0,1,1,2,19,27,0,4,La Primavera
H00985,882433,2,0,8,3,0,0,0,0,4,113,77,0,2,Villa Diana
H00986,1578750,2,1,9,3,0,0,1,1,2,36,14,0,2,La Victoria
H00987,1511057,2,1,5,5,1,0,1,1,3,36,9,0,3,San Carlos
H00988,956178,1,0,3,3,0,0,1,1,3,37,29,0,2,Las Flores
H00989,3094048,2,1,2,1,1,0,1,1,3,34,31,0,3,El Carmen
H00990,1661535,3,1,4,3,0,0,1,1,3,27,37,0,4,El Bosque
H00991,216456,2,1,5,3,0,0,1,1,4,76,53,1,3,Nueva Colombia
H00992,2529480,3,0,4,1,0,0,1,1,2,14,9,0,3,San Luis
H00993,1720737,3,0,3,3,1,0,1,1,3,45,31,0,3,Buenos Aires
H00994,1455392,1,0,6,3,0,0,0,1,3,12,22,0,1,Villa Sofía
H00995,1454621,3,1,5,2,0,0,0,1,5,56,36,0,3,Villa Diana
H00996,1473585,1,1,6,4,0,1,0,1,4,44,51,0,2,San Carlos
H00997,2555104,3,1,3,0,0,0,1,1,2,33,24,0,5,El Progreso
H00998,2171319,3,0,4,2,0,0,1,1,2,39,15,0,5,Villa Diana
H00999,1771732,2,1,5,0,1,0,0,1,4,76,66,0,2,La Primavera
H01000,694899,1,1,4,3,1,0,0,1,5,132,46,0,1,La Primavera
H01001,3207409,3,0,5,1,1,0,1,1,1,16,32,0,3,La Victoria
H01002,2570969,2,0,4,1,0,0,1,1,2,16,21,0,3,La Unión
H01003,1496158,2,1,2,1,0,0,1,1,3,19,35,1,2,La Unión
H01004,1294875,3,1,4,2,0,1,1,1,2,22,17,1,1,Villa Diana
H01005,1070232,2,1,7,4,1,0,0,1,5,24,31,1,3,La Victoria
H01006,874884,1,1,4,2,0,0,1,1,3,43,42,0,2,San Jorge
H01007,2557896,3,0,3,2,0,0,1,1,2,41,21,0,3,Las Flores
H01008,925415,2,0,2,3,0,0,0,0,4,42,37,1,2,Las Flores
H01009,1460802,2,0,6,5,0,0,1,1,4,14,21,1,2,Villa Diana
H01010,3341049,2,0,5,0,0,0,1,1,2,38,36,0,5,La Esperanza
H01011,1214402,2,0,4,2,1,0,0,1,4,48,10,0,2,San Luis
H01012,1385799,2,0,4,2,0,0,1,1,2,8,11,0,1,Altos del Sol
H01013,2818213,3,1,5,2,0,0,1,1,1,38,13,0,4,San Carlos
H01014,3109753,4,0,3,1,0,1,1,0,1,32,14,0,4,La Esperanza
H01015,1169933,1,0,5,2,1,0,1,1,4,42,45,0,2,La Victoria
H01016,2209541,3,1,3,2,0,0,1,1,2,16,10,0,3,Las Acacias
H01017,1186058,1,1,3,1,0,0,0,1,2,50,14,0,2,Nueva Colombia
H01018,1474055,1,0,5,1,0,0,1,1,4,66,42,1,2,La Aurora
H01019,1344345,2,0,4,2,0,0,0,0,4,50,45,0,2,Las Acacias
H01020,2033805,2,0,4,3,1,0,0,0,3,41,14,0,2,San Luis
H01021,2732732,2,0,4,2,0,0,1,1,2,3,19,0,4,San Luis
